city,avg_temp,wind_speed,precipitation,transport_capacity,resident_population,historical_signups,signup_growth,temp_cost,wind_cost,precip_cost,score
南平,11.192059369202228,0.9097342078011736,0,11992.5,2680645,407,0,0.7615881261595543,1.0902657921988264,0,0.5028733986981366
林芝,10.1996035572699,1.7633569522407289,0,336.2,238936,25961,0,0.9600792885460201,0.23664304775927114,0,0.5028555486161407
587150,19.739436765009284,2.6926733491784645,0,61.9,5952128,66,0,0.9478873530018568,0.6926733491784645,0,0.5027232619906504
569640,19.678912230728145,1.5813947274670468,0,11500.4,1551378,169,0,0.9357824461456289,0.4186052725329532,0,0.5026579210844907
592090,19.37890779993735,2.5017859007832897,0,5078.5,66571,74,0,0.8757815599874696,0.5017859007832897,0,0.5026573835378886
Ring,19.739436765009284,1.4839654388358343,0,1942.8,3503218,810,0,0.9478873530018568,0.5160345611641657,0,0.5026144801121958
Mantra,20.45993951378388,2.164678710737015,0,5078.5,5304061,23,0,1.091987902756776,0.1646787107370149,0,0.5025679961008517
587540,20.359922668824748,1.6828615496280166,0,1866.6,2470630,249203,0,1.0719845337649496,0.3171384503719834,0,0.5025477091992889
Archipelago,19,3.2726495974890293,0,24.5,6491088,8778,0,0.8,1.2726495974890293,0,0.5023939914137387
Fj,9.480299432111511,1.9243016473958867,0,1942.8,4556230,498,0,1.1039401135776976,0.07569835260411328,0,0.5023631186942611
文昌,11.862114752101354,3.417338451695457,0,4695,560894,604,0,0.6275770495797293,1.417338451695457,0,0.5022546513477831
六盘水,19.804416629414398,1.5319474442044636,0,74.1,3031602,196,0,0.9608833258828795,0.4680525557955364,0,0.5020565823176653
583212,18.666666666666668,4.666666666666667,0,31773.4,20937757,498,0,0.7333333333333336,2.666666666666667,0,0.5018200135667867
535130,9.635252055774044,2.1047339945897203,0,304,3031602,1524,0,1.0729495888451912,0.10473399458972033,0,0.5017537096929057
Jackson,17.596539080665355,3.800878782388114,0,4417,312663,66,0,0.5193078161330711,1.8008787823881138,0,0.5017471889368872
543420,9.4946878912538,2.1259222333001,0,26767.1,262361,229968,0,1.10106242174924,0.12592223330010022,0,0.5015464428497279
Peak,20.45993951378388,1.9587540569780024,0,2205.3,2855131,230,0,1.091987902756776,0.04124594302199758,0,0.5015380035159271
592871,19.43740533612956,3.0045147384364443,0,1757.9,6255007,1524,0,0.8874810672259124,1.0045147384364443,0,0.5014952321262931
564620,10.1996035572699,2.6670670241286865,0,2618.4,4774508,47,0,0.9600792885460201,0.6670670241286865,0,0.5011126903707755
武威,18.621782905086526,3.25,0,36.6,1464955,19471,0,0.7243565810173053,1.25,0,0.501022889735068
襄阳,20.01745999179319,2.5647932700912834,0,3021.1,5260951,230,0,1.0034919983586377,0.5647932700912834,0,0.5009706871151378
Six,9.572863286149436,1.5353488847963983,0,18733.5,7008427,1564,0,1.0854273427701127,0.4646511152036017,0,0.5005782489612673
泰安,20.58201664131699,2.22873007343722,0,3.4,5472217,1613,0,1.116403328263398,0.22873007343721996,0,0.5003780684292294
Qinling,9.912866333095067,1.6454802259887005,0,30590.4,2074611,2,0,1.0174267333809865,0.3545197740112995,0,0.5003706747101446
Taihu,12.812626398210291,4.219576103412135,0,11991.7,556621,13125,0,0.43747472035794177,2.219576103412135,0,0.5002948960272959
BeiJing,10.033348341587873,2.308660998937301,0,1414.9,760966,4612,0,0.9933303316824255,0.30866099893730103,0,0.5002682140918892
513340,9.649984689190568,2.201745610453246,0,184.4,2873358,1406,0,1.0700030621618866,0.20174561045324602,0,0.5002303125795434
Cortina,19.42398919405673,2.7399917965545533,0,74.1,1509233,2854,0,0.8847978388113461,0.7399917965545533,0,0.5001515226465505
马鞍山,18.05961022891318,3.720492055356228,0,1.3,2159930,211,0,0.6119220457826359,1.7204920553562282,0,0.5001369451360773
孝感,9.649984689190568,2.3536502721018584,0,5078.5,4270371,98,0,1.0700030621618866,0.3536502721018584,0,0.4995797964476562
Geoje,20,2.5017859007832897,0,74.1,3136879,136,0,1,0.5017859007832897,0,0.49957033569373244
Ferei,9.4946878912538,2.133712465878071,0,3054.5,2703853,230,0,1.10106242174924,0.13371246587807084,0,0.4994851200765871
543460,9.912866333095067,2.313000408496732,0,1.3,996903,371,0,1.0174267333809865,0.31300040849673216,0,0.4990992616570891
安顺,9.98233565171842,2.4742797494780797,0,472.5,2470630,1613,0,1.003532869656316,0.4742797494780797,0,0.49907002973274955
Greensand,9.222502846496225,1.5813947274670468,0,11992.5,8357897,128,0,1.1554994307007551,0.4186052725329532,0,0.49890485779467514
XTrail,20.64938566145771,2.500967809804334,0,18733.5,1502060,413504,0,1.1298771322915422,0.500967809804334,0,0.49881726506123325
贵港,10.792782294489612,3.2253287695910644,0,30590.4,4316262,721,0,0.8414435411020775,1.2253287695910644,0,0.49878690145613475
山西省,22.81859363649572,1.196509562127704,0,5867.1,32121112,3328,0,1.563718727299144,0.803490437872296,0,0.49867538741171
绵阳,17.859192457470794,4.151642058165548,0,36.6,4868243,142,0,0.5718384914941588,2.1516420581655478,0,0.4986732732396622
514630,8.92156950272297,2.113036036036036,0,899.1,7008427,190,0,1.215686099455406,0.11303603603603607,0,0.49865047442907307
556960,5.987889333565339,2.2957165244645656,0,26139.4,9070093,1681057,0,1.8024221332869323,0.29571652446456564,0,0.498603936104805
银川,9.98233565171842,1.466942371662321,0,8,2859074,1,0,1.003532869656316,0.5330576283376789,0,0.49856090420060417
544970,10.455901287553647,2.737400125684532,0,31773.4,468216,19,0,0.9088197424892706,0.7374001256845322,0,0.49835614375084153
昆明,8.956423096576392,2.268093525179856,0,2618.4,8460088,147,0,1.2087153806847215,0.26809352517985596,0,0.49830993828891007
514635,9.98233565171842,2.3803579223046705,0,1755.8,232124,220,0,1.003532869656316,0.38035792230467047,0,0.4979518803055891
河源,9.635252055774044,2.3536502721018584,0,8188.2,2837686,170,0,1.0729495888451912,0.3536502721018584,0,0.49781877240061
543770,8.701533899171695,1.9243016473958867,0,916.8,7717983,1892,0,1.259693220165661,0.07569835260411328,0,0.4977233838693071
陵水黎族自治县,20.048244977003147,1.6120010715242432,0,1119.4,372511,127,0,1.0096489954006294,0.3879989284757568,0,0.4976556802375641
聊城,9.07396770237122,2.201745610453246,0,3.4,5952128,240,0,1.1852064595257559,0.20174561045324602,0,0.49762678435888397
km,19.301616648803144,2.9786630794701985,0,5078.5,1358471,196,0,0.8603233297606288,0.9786630794701985,0,0.49760752549732373
湘潭,9.587836027507368,2.374807751461089,0,2205.3,2726181,8296,0,1.0824327944985264,0.374807751461089,0,0.4968639231805966
514310,10.033348341587873,1.4655307788944725,0,11668.1,698322,135,0,0.9933303316824255,0.5344692211055275,0,0.4968434467074755
587300,20.01745999179319,1.4071846453864314,0,1757.9,1986339,173,0,1.0034919983586377,0.5928153546135686,0,0.4966465050292003
儋州,9.223295396288322,2.0066313965155524,0,5078.5,954259,353,0,1.1553409207423357,0.006631396515552446,0,0.49663907473350516
522670,9.999578757334136,2.619990967936173,0,1978.8,2156505,325,0,1.0000842485331727,0.619990967936173,0,0.4966046098553515
丹东,20.34997305066475,1.614541707732282,0,1119.4,2188436,158,0,1.0699946101329503,0.3854582922677181,0,0.49656831536088936
德州,19.97177085209872,2.9003089598352214,0,5867.1,5611194,376,0,0.9943541704197443,0.9003089598352214,0,0.49656588045773303
张家口,19.26648371752653,3.2726495974890293,0,899.1,4118908,54,0,0.8532967435053059,1.2726495974890293,0,0.4964330853700262
江苏省,6.017473150717993,5.57304739482035,0,5078.5,78410472,282,0,1.7965053698564013,3.5730473948203496,0,0.49640357121496187
河池,20.74282515227517,2.22873007343722,0,1.3,3417945,1670,0,1.148565030455034,0.22873007343721996,0,0.4962496948462487
Wuyun,20.863636363636363,2.465227601156069,0,1757.9,7717983,1613,0,1.1727272727272726,0.465227601156069,0,0.49621156780730635
辽宁省,22.81859363649572,3.531559633027523,0,2205.3,40291914,43,0,1.563718727299144,1.531559633027523,0,0.4961757368869528
Grand,21.54908552985476,2.133712465878071,0,23.9,9386705,2771,0,1.3098171059709522,0.13371246587807084,0,0.496005623039437
乐东黎族自治县,9.223295396288322,2.0066313965155524,0,1414.9,464435,30,0,1.1553409207423357,0.006631396515552446,0,0.49600243671380395
590820,21.144838129496403,2.268093525179856,0,2385.6,7450785,136,0,1.2289676258992805,0.26809352517985596,0,0.4959835375361579
579320,20.00204656990707,1.196509562127704,0,30590.4,3446100,49,0,1.0004093139814139,0.803490437872296,0,0.49579762371872077
511330,9.052679925086952,1.7749239305530695,0,3432.1,4512762,5625,0,1.1894640149826095,0.22507606944693048,0,0.4955160861909804
583670,18.702144998399252,3.8179807328502,0,30590.4,4858359,230,0,0.7404289996798503,1.8179807328502,0,0.49538915719204485
535930,9.223295396288322,1.8664546402502609,0,3213.5,1389691,9101,0,1.1553409207423357,0.13354535974973913,0,0.4952716821257301
内江,9.4946878912538,1.5366013071895424,0,412.6,3140678,31,0,1.10106242174924,0.46339869281045765,0,0.49473247397792913
上饶,8.574650787965616,2.138076112059444,0,31773.4,6491088,273,0,1.2850698424068767,0.1380761120594438,0,0.494557109329203
龙岩,10.166521739130436,2.930494577384933,0,8188.2,2723637,554,0,0.9666956521739127,0.9304945773849331,0,0.494245100970849
535640,9.96457086719657,2.7215414843261585,0,160.5,1853227,51,0,1.007085826560686,0.7215414843261585,0,0.49420647256814226
海西蒙古族藏族自治州,9.96457086719657,2.627057497181511,0,8,468216,96,0,1.007085826560686,0.6270574971815108,0,0.494123753296755
五家渠,18.8869292654895,3.3898313798067035,0,1755.8,141065,234,0,0.7773858530978999,1.3898313798067035,0,0.4940787119526427
Summer,9.845305608065532,2.6926733491784645,0,5078.5,2193518,141,0,1.0309388783868936,0.6926733491784645,0,0.4938734364301822
589210,20.58201664131699,1.7195222331573767,0,8893.6,255335,188,0,1.116403328263398,0.28047776684262327,0,0.49370969100048906
579720,18.472180721807216,3.7792029440804233,0,8,1301407,135,0,0.6944361443614433,1.7792029440804233,0,0.4936744178596172
陕西省,9.223295396288322,4.725403116836321,0,160.5,35971454,49,0,1.1553409207423357,2.725403116836321,0,0.49366865332805987
娄底,18.732813801308744,3.7916666666666665,0,3796.1,3826996,321,0,0.7465627602617488,1.7916666666666665,0,0.4936186537326435
590580,20.863636363636363,2.1504414546983392,0,607.7,1079353,4764,0,1.1727272727272726,0.15044145469833925,0,0.4935943935190034
591020,20.64938566145771,1.523496796451454,0,1942.8,3571505,533,0,1.1298771322915422,0.4765032035485459,0,0.4934905198134296
Wien,10.792782294489612,5.527296557348401,0,3432.1,32054159,39,0,0.8414435411020775,3.527296557348401,0,0.4934884260640442
561370,8.864703760483362,1.7410321183688198,0,5365.7,5051922,83,0,1.2270592479033275,0.25896788163118023,0,0.49348607974587466
Monschau,18.176256137052125,0,0,8,1342764,78,0,0.635251227410425,2,0,0.49342670413275436
590720,20.74173236623568,1.7395057833859096,0,160.5,1311726,149,0,1.1483464732471362,0.26049421661409045,0,0.4933224887656184
商洛,19.503356185408776,3.155895017428747,0,1414.9,2041231,83,0,0.9006712370817553,1.155895017428747,0,0.4932695914411285
兴安,21.159876184386444,2.0014146693097854,0,36.6,1416929,25,0,1.231975236877289,0.001414669309785399,0,0.4930806042797799
江门,10.353224941933178,3.2750899928005763,0,3213.5,4798090,282,0,0.9293550116133644,1.2750899928005763,0,0.49299517049929215
Welnig,20.359922668824748,2.6926733491784645,0,8893.6,1565973,103668,0,1.0719845337649496,0.6926733491784645,0,0.49288841926981813
525330,9.587836027507368,2.4602644273718064,0,23.9,156108,407,0,1.0824327944985264,0.4602644273718064,0,0.4923747287538869
544010,9.572863286149436,2.70726830586328,0,8893.6,3571505,169,0,1.0854273427701127,0.70726830586328,0,0.49232224402903135
589260,21.49609544468547,1.5417794565103349,0,31773.4,9713112,74,0,1.2992190889370938,0.4582205434896651,0,0.49227785118999334
Race,8.435065735414955,1.8808102564102565,0,1942.8,5882719,293,0,1.312986852917009,0.11918974358974355,0,0.49194734378018984
玉溪,21.159876184386444,2.133712465878071,0,607.7,2249502,147,0,1.231975236877289,0.13371246587807084,0,0.4919261240492375
569460,20.45993951378388,1.376872037914692,0,30590.4,1814733,4612,0,1.091987902756776,0.6231279620853081,0,0.49188192976459016
544930,8.956423096576392,1.7804011871865724,0,30590.4,1330565,5625,0,1.2087153806847215,0.21959881281342764,0,0.49152685804792623
579930,21.011501482612992,1.672198759996406,0,11668.1,2714422,13125,0,1.2023002965225984,0.3278012400035939,0,0.49140450922058143
569850,19.97177085209872,3.137405268856009,0,11991.7,4316262,203,0,0.9943541704197443,1.1374052688560088,0,0.4912409651769109
郴州,9.584968312059267,2.846702460850112,0,8,4667134,3,0,1.0830063375881465,0.8467024608501119,0,0.4912301327619431
535020,11.324636642784032,3.720492055356228,0,2385.6,0,282,0,0.7350726714431935,1.7204920553562282,0,0.49092024767450315
585690,18.000601012231126,4.65796856871638,0,11991.7,6455231,136,0,0.6001202024462252,2.65796856871638,0,0.4908631700245351
542590,7.500604446265751,2.0144731447314475,0,1866.6,12183280,6759,0,1.4998791107468499,0.014473144731447452,0,0.49081414464209355
529830,8.468483602895184,1.9401340482573728,0,304,3758622,129,0,1.3063032794209632,0.05986595174262721,0,0.4908060353062283
561720,9.845305608065532,1.2609600600037505,0,1978.8,141065,53,0,1.0309388783868936,0.7390399399962495,0,0.4907026703601516
阜阳,8.032927453187353,1.9061229370963884,0,3213.5,8200264,321,0,1.3934145093625294,0.09387706290361164,0,0.4906475208825332
Dabieshan,20.74282515227517,2.972410042599474,0,4417,8970014,600,0,1.148565030455034,0.9724100425994742,0,0.4906083880605196
迪庆藏族自治州,10.451710675023117,3.179456158208521,0,321.4,387511,4764,0,0.9096578649953766,1.179456158208521,0,0.4905376076578937
Self,5.320687179487179,2.0144731447314475,0,11992.5,32121112,23,0,1.935862564102564,0.014473144731447452,0,0.4903348814357537
588340,21.111872879842885,1.4839654388358343,0,11668.1,5324476,188,0,1.222374575968577,0.5160345611641657,0,0.4899667126037563
583211,18.043075578855397,4.678869957769041,0,5078.5,6455231,65,0,0.6086151157710795,2.6788699577690407,0,0.4898481096120188
543424,9.622176949941792,2.919121071012805,0,566.7,3969473,2842,0,1.0755646100116416,0.919121071012805,0,0.4896866509777939
555780,8.371107905886594,2.0066313965155524,0,3213.5,2814196,1,0,1.325778418822681,0.006631396515552446,0,0.4896109737285097
561670,9.222502846496225,2.4742797494780797,0,607.7,1389691,129,0,1.1554994307007551,0.4742797494780797,0,0.48958743751111056
535430,8.660502773304707,2.339289257689185,0,8893.6,4599360,617,0,1.2678994453390586,0.33928925768918505,0,0.48948076701704707
伊犁哈萨克自治州,20.863636363636363,1.4655307788944725,0,1978.8,2778869,9,0,1.1727272727272726,0.5344692211055275,0,0.48926062969811535
鄂尔多斯,10.033348341587873,3.141826230183241,0,31773.4,2153638,5374,0,0.9933303316824255,1.141826230183241,0,0.48925413040487314
Xilinggorge,10.166521739130436,3.133982476057404,0,304,1079353,19471,0,0.9666956521739127,1.1339824760574042,0,0.48917347280736273
西安,14.245764288621432,6.743073628726733,0,11500.4,12183280,2842,0,0.1508471422757136,4.743073628726733,0,0.48915094818521926
重庆,23.36975161898516,2.9618610944076966,0,11992.5,32054159,9101,0,1.673950323797032,0.9618610944076966,0,0.4888835235413621
590230,21.54908552985476,1.655299539170507,0,899.1,6174050,52,0,1.3098171059709522,0.344700460829493,0,0.48868990183279487
毕节,8.033424325144072,2.123936103831274,0,472.5,6899636,273,0,1.3933151349711856,0.12393610383127385,0,0.4885774368915186
Zhongou,8.012521774772004,2.5912238991110192,0,1414.9,12906674,11403,0,1.397495645045599,0.5912238991110192,0,0.48766254734050923
临高县,20.863636363636363,2.485257184255011,0,11992.5,420594,697,0,1.1727272727272726,0.4852571842550111,0,0.4876327604956084
石嘴山,20.514892318423577,2.7308787960225747,0,1119.4,751389,167,0,1.1029784636847153,0.7308787960225747,0,0.48755040710216246
590960,20.74282515227517,2.7308787960225747,0,11992.5,2488105,3627,0,1.148565030455034,0.7308787960225747,0,0.48729292309770855
526520,9.584968312059267,3.0355648909545945,0,8,3031602,42486,0,1.0830063375881465,1.0355648909545945,0,0.4869289720888329
Round,8.868813105295693,1.3865971248246844,0,31773.4,3851564,233,0,1.2262373789408614,0.6134028751753156,0,0.4868795939697895
580280,20,3.25,0,26767.1,2179716,214,0,1,1.25,0,0.4868764152447029
胡杨河,9.68393351800554,2.8647810407006697,0,3.4,29891,85,0,1.0632132963988918,0.8647810407006697,0,0.48669910096277513
590460,20.048244977003147,3.6026022754780924,0,1414.9,3873239,267655,0,1.0096489954006294,1.6026022754780924,0,0.4866816085290711
577760,13.131380446722812,5.407081911262798,0,472.5,2242875,9513,0,0.37372391065543764,3.4070819112627984,0,0.4864422027498313
福建省,23.882029012288644,3.106683355649997,0,1755.8,37362822,5611,0,1.7764058024577287,1.1066833556499969,0,0.48643667295367665
南阳,8.262049217002236,1.4017028288931612,0,3796.1,9713112,604,0,1.3475901565995527,0.5982971711068388,0,0.48643636524868356
547760,12.812626398210291,5.343775747805839,0,412.6,4667134,230,0,0.43747472035794177,3.3437757478058394,0,0.48642711669174626
曲靖,9.22476709838673,2.9925859598853863,0,1119.4,5765775,17688,0,1.155046580322654,0.9925859598853863,0,0.4862963953011676
Lavaredo,8.261112729391202,1.9671404155797427,0,5078.5,1202499,2270,0,1.3477774541217595,0.03285958442025727,0,0.48628231347533396
Yorkshire,9.572863286149436,2.9098879922919427,0,472.5,1389691,85,0,1.0854273427701127,0.9098879922919427,0,0.48625792077505764
句容,20.514892318423577,3.0476834841831706,0,61.9,3976481,39,0,1.1029784636847153,1.0476834841831706,0,0.4858970544860735
Jabulani,8.033424325144072,1.9154022988505748,0,74.1,3873239,190,0,1.3933151349711856,0.08459770114942522,0,0.4857776395915308
琼中黎族苗族自治县,21.54908552985476,2.112884893573052,0,1119.4,179586,55,0,1.3098171059709522,0.1128848935730522,0,0.4857718230838988
铜陵,13.310022545603609,5.511597315436242,0,5078.5,1311726,560,0,0.33799549087927827,3.5115973154362417,0,0.4856657647078177
590870,22.209754046668067,2.0061580785102104,0,1866.6,4858359,114,0,1.4419508093336133,0.006158078510210441,0,0.4855650098900681
579160,21.09006055543955,0.9097342078011736,0,472.5,9713112,321,0,1.2180121110879099,1.0902657921988264,0,0.4852760752509443
Xuan,19.04997387942744,0,0,607.7,2489256,4290,0,0.8099947758854882,2,0,0.4849066200212172
542360,9.1709911361805,2.9925859598853863,0,607.7,5385422,15,0,1.1658017727638998,0.9925859598853863,0,0.48488677190041274
喀什,19.55571621014818,3.800878782388114,0,1866.6,4496377,1437,0,0.911143242029636,1.8008787823881138,0,0.4847378041012661
茂名,19.43740533612956,0,0,412.6,6174050,560,0,0.8874810672259124,2,0,0.484614538111073
567630,22.466713237862383,2.1845366379310347,0,3213.5,9060092,1089,0,1.4933426475724765,0.1845366379310347,0,0.48451391334326244
镇江,7.267406280755122,2.063463958295884,0,8,3210418,413504,0,1.5465187438489756,0.06346395829588403,0,0.48435134345885805
香港,8.032927453187353,1.9043433827286664,0,18733.5,0,125240,0,1.3934145093625294,0.09565661727133357,0,0.48390266112167934
攀枝花,21.111872879842885,1.4071846453864314,0,1978.8,1212203,203,0,1.222374575968577,0.5928153546135686,0,0.4837596149525678
523430,19,0,0,3432.1,954259,1089,0,0.8,2,0,0.48371771749446374
宝鸡,9.22476709838673,2.984969849698497,0,160.5,3321853,52,0,1.155046580322654,0.9849698496984969,0,0.4832336916842693
591170,22.50381454350545,1.614541707732282,0,5078.5,2596927,547350,0,1.5007629087010899,0.3854582922677181,0,0.48321665954371745
Huangshan,22.74195626079574,2.1506565656565657,0,1.3,7816831,143156,0,1.5483912521591479,0.1506565656565657,0,0.4830716270947645
Days,2.6311782786885245,4.739066012671163,0,8188.2,88705658,3,0,2.473764344262295,2.739066012671163,0,0.48299625897638654
Nanjing,19.757485398094065,4.274503253544039,0,3021.1,4858359,449435,0,0.951497079618813,2.2745032535440393,0,0.4829512675512517
523780,11.617145192602433,4.739066012671163,0,31773.4,4359446,128,0,0.6765709614795135,2.739066012671163,0,0.4829371749045445
564440,7.329471982758621,1.8352023226274723,0,330.2,9083790,282,0,1.5341056034482758,0.1647976773725277,0,0.4824968996693957
Fuji,9.07396770237122,3.100017874698364,0,2618.4,5472217,5311,0,1.1852064595257559,1.1000178746983642,0,0.48212608135795565
邵阳,7.45935512763099,2.138076112059444,0,321.4,6563520,25961,0,1.508128974473802,0.1380761120594438,0,0.4820017676735753
Leadville,8.261112729391202,1.4212957798847368,0,11992.5,5477614,322,0,1.3477774541217595,0.5787042201152632,0,0.48198382212595314
云浮,22.31974665349025,1.994589963280294,0,1978.8,2383350,53,0,1.4639493306980498,0.0054100367197060795,0,0.4816257194529942
517110,7.907619716895894,2.1506565656565657,0,2618.4,2276184,51,0,1.4184760566208212,0.1506565656565657,0,0.4815587328852842
衡阳,7.515465711361311,1.811747491638796,0,336.2,6645243,6759,0,1.4969068577277378,0.1882525083612041,0,0.4815104089615409
岳阳,22,1.6011588204862908,0,2205.3,5051922,533,0,1.4,0.39884117951370923,0,0.4814400513503292
Fujian,8.701533899171695,3.020532696118429,0,2205.3,3456161,249203,0,1.259693220165661,1.020532696118429,0,0.4813277513665449
513790,7.548978132025343,1.9043433827286664,0,1.3,4798090,220,0,1.4902043735949315,0.09565661727133357,0,0.48127811118674996
Bondi,8.574650787965616,2.7608317477575426,0,1.3,4688744,398,0,1.2850698424068767,0.7608317477575426,0,0.48122658676884555
周口,23.03228372555519,1.994589963280294,0,3021.1,9026015,54,0,1.6064567451110379,0.0054100367197060795,0,0.4811878555003197
540260,8.262049217002236,2.312680089485459,0,8,867891,16,0,1.3475901565995527,0.3126800894854589,0,0.4811172994150514
KUMF,8.032927453187353,1.811747491638796,0,412.6,886547,31,0,1.3934145093625294,0.1882525083612041,0,0.48072930030131805
内蒙古,6.299077774362127,1.4839654388358343,0,1757.9,22376767,49,0,1.7401844451275745,0.5160345611641657,0,0.4800812052391517
忻州,8.435065735414955,2.606060606060606,0,36.6,2689668,230,0,1.312986852917009,0.606060606060606,0,0.48005498972348865
宜春,8.033424325144072,2.500879255699826,0,3796.1,5007702,52,0,1.3933151349711856,0.500879255699826,0,0.4800170037111975
巴中,9.052679925086952,3.023445061839039,0,1978.8,2712894,127,0,1.1894640149826095,1.023445061839039,0,0.4799288622141281
592650,22.31974665349025,1.9671404155797427,0,1.3,1107075,4489,0,1.4639493306980498,0.03285958442025727,0,0.47980819282800896
FunTrails,9.98233565171842,3.6421560574948666,0,31773.4,1814733,2610,0,1.003532869656316,1.6421560574948666,0,0.47968096132192617
569540,21.367116235972407,1.18775826446281,0,607.7,2872857,1236,0,1.2734232471944815,0.81224173553719,0,0.4789574237904041
561320,10.4,0,0,160.5,2873168,600,0,0.9199999999999999,2,0,0.4787801022751513
534870,8.032927453187353,2.407978778737127,0,336.2,2252994,17688,0,1.3934145093625294,0.4079787787371272,0,0.4787781324042946
宣城,22,2.3849360407907683,0,412.6,2500063,1,0,1.4,0.38493604079076826,0,0.47877201039614103
泉州,22.31974665349025,2.606060606060606,0,304,8782285,196,0,1.4639493306980498,0.606060606060606,0,0.4783404090811474
Jeju,20.863636363636363,0.9659984579799537,0,5078.5,504838,43,0,1.1727272727272726,1.0340015420200463,0,0.47828898503286493
巴彦淖尔,21.367116235972407,2.8074975307533445,0,4695,1538715,10433,0,1.2734232471944815,0.8074975307533445,0,0.47779578911907283
589310,13.507550663511983,6.376034163408109,0,11500.4,4599360,157,0,0.29848986729760335,4.376034163408109,0,0.47764010654940137
592930,22.566089064464,2.1460887568638043,0,2618.4,2658316,17424,0,1.5132178128927998,0.1460887568638043,0,0.47712188878955997
Super,13.446146061730476,6.228599694217106,0,916.8,2781562,47,0,0.31077078765390487,4.228599694217106,0,0.4770720562040158
阿拉尔,21.09006055543955,2.972410042599474,0,3796.1,328241,26244,0,1.2180121110879099,0.9724100425994742,0,0.47700230502052166
563740,8.868813105295693,3.355863561417972,0,31773.4,0,411512,0,1.2262373789408614,1.355863561417972,0,0.4769983766267264
Tianzhu,22.31974665349025,2.176736454308563,0,31773.4,112269,9,0,1.4639493306980498,0.17673645430856322,0,0.476923030084383
温州,7.094061268362594,2.37293707309984,0,160.5,9572903,1406,0,1.581187746327481,0.3729370730998398,0,0.4766749803561604
山南,7.515465711361311,1.9243016473958867,0,693.7,354035,1,0,1.4969068577277378,0.07569835260411328,0,0.4764080646496713
528180,7.015971725125269,1.9885716842670484,0,2205.3,3417945,46655,0,1.5968056549749463,0.011428315732951555,0,0.4761623767762906
Exmoor,8.032927453187353,1.5011621669944573,0,899.1,1434603,127,0,1.3934145093625294,0.49883783300554274,0,0.47599940969596904
Chiltern,7.161680965537298,1.5179132452695467,0,330.2,10009854,158,0,1.5676638068925404,0.48208675473045326,0,0.47596088237174394
561440,8.033424325144072,1.482645470294507,0,607.7,1416929,78,0,1.3933151349711856,0.5173545297054929,0,0.4756544742110824
大兴安岭,8.92156950272297,3.0355648909545945,0,1.3,331276,233,0,1.215686099455406,1.0355648909545945,0,0.47549209821801525
542180,8.574650787965616,3.0190489032722043,0,1757.9,3624750,47,0,1.2850698424068767,1.0190489032722043,0,0.4754700152483935
524950,9.22476709838673,3.583921657936689,0,4417,4798090,46655,0,1.155046580322654,1.5839216579366888,0,0.47525613357790997
Porter,9.223295396288322,3.516305027234574,0,4417,4379998,2401,0,1.1553409207423357,1.5163050272345742,0,0.4751713200532457
510530,6.943274004116721,2.647431840311587,0,2385.6,7462135,413504,0,1.611345199176656,0.6474318403115871,0,0.47502399322562866
Himam,7.522090677891782,1.5813947274670468,0,18733.5,3987054,53,0,1.4955818644216436,0.4186052725329532,0,0.4748381549458334
Antelope,22.209754046668067,2.911124744376278,0,160.5,9413990,240,0,1.4419508093336133,0.911124744376278,0,0.4747956356972786
广州,5.9721148931820505,1.4379357846773335,0,26767.1,18676605,171810,0,1.80557702136359,0.5620642153226665,0,0.4745170152401371
德宏傣族景颇族自治州,6.943274004116721,1.9671404155797427,0,3054.5,1315709,149012,0,1.611345199176656,0.03285958442025727,0,0.47448627637631674
潜江,7.899874949107194,1.5179132452695467,0,74.1,886547,8296,0,1.4200250101785612,0.48208675473045326,0,0.47431967056091084
济源,8.262049217002236,2.742127849798838,0,304,727265,44110,0,1.3475901565995527,0.742127849798838,0,0.47429952388190166
561250,22,1.5,0,8188.2,66571,135,0,1.4,0.5,0,0.4742768771299197
郑州,6.101607782898105,2.08958744674218,0,5867.1,12600574,188,0,1.779678443420379,0.08958744674218,0,0.474004314270292
591580,24.478574463564904,2.8857770161722183,0,24.5,30459404,80,0,1.8957148927129808,0.8857770161722183,0,0.47358564421369787
广元,8.261112729391202,2.8616572908295383,0,1757.9,2305657,21696,0,1.3477774541217595,0.8616572908295383,0,0.473538069266195
北京,23.28018292682927,3.141826230183241,0,30590.4,21893095,234,0,1.6560365853658539,1.141826230183241,0,0.4732811155763809
561460,7.522090677891782,1.754752718344441,0,2205.3,0,142,0,1.4955818644216436,0.2452472816555591,0,0.4732019313696319
Wangchan,7.161680965537298,2.2256317689530687,0,31773.4,2689668,135,0,1.5676638068925404,0.2256317689530687,0,0.4731014825627003
宿迁,23.28018292682927,1.924619571941111,0,11500.4,4986192,205,0,1.6560365853658539,0.075380428058889,0,0.47284850811515755
Dawei,8.012521774772004,3.155489124832492,0,3213.5,9202432,5625,0,1.397495645045599,1.155489124832492,0,0.47283574423791513
Jiezi,9.845305608065532,3.800878782388114,0,11668.1,54731,4096,0,1.0309388783868936,1.8008787823881138,0,0.4727982073108094
连云港,8.261112729391202,0.9659984579799537,0,4417,4599360,85,0,1.3477774541217595,1.0340015420200463,0,0.4726667173191481
